# Type: scattered data
# Version: 6
# Description: No description
# Format: free
# Field: 1 x
# Field: 2 y
# Field: 3 z meters
# Field: 4 column
# Field: 5 row
# Projection: Local Rectangular
# Units: meters
# End:
# Information from grid:
# Grid_size: 86 x 91
# Grid_space: -250000.000000,1450000.000000,6000000.000000,7800000.000000
# Scattered data: Not_available
# Z_field: z
# Vertical_faults: Not_available
# History: No history
# Z_units: meters
-250000.000000 6000000.000000 1.000000 1 1
-230000.000000 6000000.000000 1.000000 2 1
-210000.000000 6000000.000000 1.000000 3 1
-190000.000000 6000000.000000 1.000000 4 1
-170000.000000 6000000.000000 1.000000 5 1
-150000.000000 6000000.000000 1.000000 6 1
-130000.000000 6000000.000000 1.000000 7 1
-110000.000000 6000000.000000 1.000000 8 1
-90000.000000 6000000.000000 1.000000 9 1
-70000.000000 6000000.000000 1.000000 10 1
-50000.000000 6000000.000000 1.000000 11 1
-30000.000000 6000000.000000 1.000000 12 1
-10000.000000 6000000.000000 1.000000 13 1
10000.000000 6000000.000000 1.000000 14 1
30000.000000 6000000.000000 1.000000 15 1
50000.000000 6000000.000000 1.000000 16 1
70000.000000 6000000.000000 1.000000 17 1
90000.000000 6000000.000000 1.000000 18 1
110000.000000 6000000.000000 1.000000 19 1
130000.000000 6000000.000000 1.000000 20 1
150000.000000 6000000.000000 1.000000 21 1
170000.000000 6000000.000000 1.000000 22 1
190000.000000 6000000.000000 1.000000 23 1
210000.000000 6000000.000000 1.000000 24 1
230000.000000 6000000.000000 1.000000 25 1
250000.000000 6000000.000000 1.000000 26 1
270000.000000 6000000.000000 1.000000 27 1
290000.000000 6000000.000000 1.000000 28 1
310000.000000 6000000.000000 1.000000 29 1
330000.000000 6000000.000000 1.000000 30 1
350000.000000 6000000.000000 1.000000 31 1
370000.000000 6000000.000000 1.000000 32 1
390000.000000 6000000.000000 1.000000 33 1
410000.000000 6000000.000000 1.000000 34 1
430000.000000 6000000.000000 1.000000 35 1
450000.000000 6000000.000000 1.000000 36 1
470000.000000 6000000.000000 1.000000 37 1
490000.000000 6000000.000000 1.000000 38 1
510000.000000 6000000.000000 1.000000 39 1
530000.000000 6000000.000000 1.000000 40 1
550000.000000 6000000.000000 1.000000 41 1
570000.000000 6000000.000000 1.000000 42 1
590000.000000 6000000.000000 1.000000 43 1
610000.000000 6000000.000000 1.000000 44 1
630000.000000 6000000.000000 1.000000 45 1
650000.000000 6000000.000000 1.000000 46 1
670000.000000 6000000.000000 1.000000 47 1
690000.000000 6000000.000000 1.000000 48 1
710000.000000 6000000.000000 1.000000 49 1
730000.000000 6000000.000000 1.000000 50 1
750000.000000 6000000.000000 1.000000 51 1
770000.000000 6000000.000000 1.000000 52 1
790000.000000 6000000.000000 1.000000 53 1
810000.000000 6000000.000000 1.000000 54 1
830000.000000 6000000.000000 1.000000 55 1
850000.000000 6000000.000000 1.000000 56 1
870000.000000 6000000.000000 1.000000 57 1
890000.000000 6000000.000000 1.000000 58 1
910000.000000 6000000.000000 1.000000 59 1
930000.000000 6000000.000000 1.000000 60 1
950000.000000 6000000.000000 1.000000 61 1
970000.000000 6000000.000000 1.000000 62 1
990000.000000 6000000.000000 1.000000 63 1
1010000.000000 6000000.000000 1.000000 64 1
1030000.000000 6000000.000000 1.000000 65 1
1050000.000000 6000000.000000 1.000000 66 1
1070000.000000 6000000.000000 1.000000 67 1
1090000.000000 6000000.000000 1.000000 68 1
1110000.000000 6000000.000000 1.000000 69 1
1130000.000000 6000000.000000 1.000000 70 1
1150000.000000 6000000.000000 1.000000 71 1
1170000.000000 6000000.000000 1.000000 72 1
1190000.000000 6000000.000000 1.000000 73 1
1210000.000000 6000000.000000 1.000000 74 1
1230000.000000 6000000.000000 1.000000 75 1
1250000.000000 6000000.000000 1.000000 76 1
1270000.000000 6000000.000000 1.000000 77 1
1290000.000000 6000000.000000 1.000000 78 1
1310000.000000 6000000.000000 1.000000 79 1
1330000.000000 6000000.000000 1.000000 80 1
1350000.000000 6000000.000000 1.000000 81 1
1370000.000000 6000000.000000 1.000000 82 1
1390000.000000 6000000.000000 1.000000 83 1
1410000.000000 6000000.000000 1.000000 84 1
1430000.000000 6000000.000000 1.000000 85 1
1450000.000000 6000000.000000 1.000000 86 1
-250000.000000 6020000.000000 1.000000 1 2
-230000.000000 6020000.000000 1.000000 2 2
-210000.000000 6020000.000000 1.000000 3 2
-190000.000000 6020000.000000 1.000000 4 2
-170000.000000 6020000.000000 1.000000 5 2
-150000.000000 6020000.000000 1.000000 6 2
-130000.000000 6020000.000000 1.000000 7 2
-110000.000000 6020000.000000 1.000000 8 2
-90000.000000 6020000.000000 1.000000 9 2
-70000.000000 6020000.000000 1.000000 10 2
-50000.000000 6020000.000000 1.000000 11 2
-30000.000000 6020000.000000 1.000000 12 2
-10000.000000 6020000.000000 1.000000 13 2
10000.000000 6020000.000000 1.000000 14 2
30000.000000 6020000.000000 1.000000 15 2
50000.000000 6020000.000000 1.000000 16 2
70000.000000 6020000.000000 1.000000 17 2
90000.000000 6020000.000000 1.000000 18 2
110000.000000 6020000.000000 1.000000 19 2
130000.000000 6020000.000000 1.000000 20 2
150000.000000 6020000.000000 1.000000 21 2
170000.000000 6020000.000000 1.000000 22 2
190000.000000 6020000.000000 1.000000 23 2
210000.000000 6020000.000000 1.000000 24 2
230000.000000 6020000.000000 1.000000 25 2
250000.000000 6020000.000000 1.000000 26 2
270000.000000 6020000.000000 1.000000 27 2
290000.000000 6020000.000000 1.000000 28 2
310000.000000 6020000.000000 1.000000 29 2
330000.000000 6020000.000000 1.000000 30 2
350000.000000 6020000.000000 1.000000 31 2
370000.000000 6020000.000000 1.000000 32 2
390000.000000 6020000.000000 1.000000 33 2
410000.000000 6020000.000000 1.000000 34 2
430000.000000 6020000.000000 1.000000 35 2
450000.000000 6020000.000000 1.000000 36 2
470000.000000 6020000.000000 1.000000 37 2
490000.000000 6020000.000000 1.000000 38 2
510000.000000 6020000.000000 1.000000 39 2
530000.000000 6020000.000000 1.000000 40 2
550000.000000 6020000.000000 1.000000 41 2
570000.000000 6020000.000000 1.000000 42 2
590000.000000 6020000.000000 1.000000 43 2
610000.000000 6020000.000000 1.000000 44 2
630000.000000 6020000.000000 1.000000 45 2
650000.000000 6020000.000000 1.000000 46 2
670000.000000 6020000.000000 1.000000 47 2
690000.000000 6020000.000000 1.000000 48 2
710000.000000 6020000.000000 1.000000 49 2
730000.000000 6020000.000000 1.000000 50 2
750000.000000 6020000.000000 1.000000 51 2
770000.000000 6020000.000000 1.000000 52 2
790000.000000 6020000.000000 1.000000 53 2
810000.000000 6020000.000000 1.000000 54 2
830000.000000 6020000.000000 1.000000 55 2
